Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,3.332600106406921,2.6569883012466216,3.9566819672387608
2025-12-31,3.503739750718455,2.875628307153383,4.171874406278086
2026-12-31,3.68482916180616,3.0494034925629174,4.349861903460153
2027-12-31,3.8758182676516024,3.2205484660939305,4.531416473004884
2028-12-31,3.9588851065874424,3.277388223863209,4.60138716312701
2029-12-31,4.130024750899146,3.461910061993323,4.802838674722244
2030-12-31,4.3111141619868265,3.6520932115320734,4.989062324675457
2031-12-31,4.502103267832889,3.8864669979924673,5.153100703904016
2032-12-31,4.585170106768135,3.970090106304319,5.197810255731448
2033-12-31,4.756309751079447,4.145667211077678,5.382359773026158
2034-12-31,4.937399162167666,4.266368836661807,5.626148727017505
