Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,12.600474967040856,10.84506784690544,14.334137487025764
2025-12-31,13.211162105330189,11.268415276947032,14.914589365576642
2026-12-31,13.800832115048243,11.98693734834603,15.528789659478308
2027-12-31,14.36946387399528,12.483083390327744,16.073341237538056
2028-12-31,14.779850496815838,12.994705507210714,16.60496040231182
2029-12-31,15.390537635105618,13.535904579810696,17.0960809198306
2030-12-31,15.9802076448227,14.217006786747492,17.748062663647527
2031-12-31,16.548839403769897,14.590043487537804,18.27243726344208
2032-12-31,16.959226026591477,15.258963558367336,18.67770534210664
2033-12-31,17.569913164880266,15.863694990205774,19.36356022620238
2034-12-31,18.159583174598644,16.269411714234714,19.842234471361763
