Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,5.549496717034794,4.902157868637373,6.223055473951927
2025-12-31,5.801166428943399,5.1869006520174965,6.46785317979966
2026-12-31,6.078888402350284,5.432394371440555,6.74447689164672
2027-12-31,6.38248508516973,5.712351415711599,7.035159084595996
2028-12-31,6.262095582770222,5.5989678743947575,6.925792418031235
2029-12-31,6.51376529467956,5.844906264345416,7.201997212599971
2030-12-31,6.791487268086015,6.103364743936979,7.45432509872059
2031-12-31,7.095083950907635,6.434184346024891,7.776094749090361
2032-12-31,6.974694448506456,6.26125599502637,7.583007200093051
2033-12-31,7.2263641604141196,6.646474737028575,7.923331886969212
2034-12-31,7.504086133822871,6.835085653871775,8.183479040448171
