Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,1.3470183499451895,1.2267196402222686,1.477884044151344
2025-12-31,1.3689960443599636,1.2430419935921468,1.4878606544240764
2026-12-31,1.3908693171380566,1.2687767097427616,1.5239533593757852
2027-12-31,1.4126397270934152,1.2868467467706028,1.5411385518482914
2028-12-31,1.4448153966773989,1.3179312903112619,1.5576569662188873
2029-12-31,1.4667930910921516,1.3381534376695163,1.5927266546126322
2030-12-31,1.488666363870289,1.359841395202173,1.6060524273270356
2031-12-31,1.510436773825608,1.3908801674641618,1.6308388662099063
2032-12-31,1.5426124434095922,1.417821418312502,1.666647582942468
2033-12-31,1.564590137824374,1.4365665011221687,1.6908973162587317
2034-12-31,1.5864634106024345,1.4648542227525092,1.716697594184217
