Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,2.9630256807122373,1.0938575141570603,4.742495982006583
2025-12-31,2.9307628927835467,1.0539169553579433,4.722898121322088
2026-12-31,2.910990159116409,1.0467657679924163,4.696406251178075
2027-12-31,2.903689804610669,1.0999590939890918,4.804751778239585
2028-12-31,2.962206803410348,1.237827114795393,4.653750513485846
2029-12-31,2.930033183476244,1.0869969299779187,4.638802911469023
2030-12-31,2.9103399085316064,1.0933148278729363,4.633446968451411
2031-12-31,2.9031103606350883,1.0243645216349824,4.854340498571016
2032-12-31,2.9616906190659136,1.196108253665016,4.69521973843276
2033-12-31,2.9295732073948,1.159226347666409,4.812747667199441
2034-12-31,2.9099300202017098,1.2195365551599666,4.760896552685505
