Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,44.183291171765326,32.73849436560847,55.466219504083845
2025-12-31,46.60644258437934,34.5077891850199,57.75551239003111
2026-12-31,49.004006257694826,37.71180044894779,61.21560994615749
2027-12-31,51.37586248790461,39.64020180368551,62.484115761542625
2028-12-31,53.163221673641345,41.81218889287073,64.24223487361792
2029-12-31,55.58637308625674,44.006451307714,66.80035128412472
2030-12-31,57.983936759569666,47.42274665939264,70.82005258088179
2031-12-31,60.35579298978111,46.98332732372194,71.62734090340986
2032-12-31,62.14315217551902,50.72495359955753,74.34542403667423
2033-12-31,64.5663035881317,52.227517267592006,76.6162799322812
2034-12-31,66.96386726144893,54.73430296869473,78.39043215275385
