Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,15.48081216880272,13.123953801786826,17.948844378369294
2025-12-31,14.541074789975541,11.890593206325276,16.95967830741572
2026-12-31,13.593068468074579,11.174736443877496,16.164410464573972
2027-12-31,12.637324984445172,10.328231189016591,15.042272423112559
2028-12-31,13.42434915125318,10.91501679652266,16.04695133771385
2029-12-31,12.484611772422433,10.13128179854634,14.81259874640438
2030-12-31,11.536605450526313,9.002907794181631,13.860450346088559
2031-12-31,10.580861966890112,8.331527636043134,12.949778095731732
2032-12-31,11.367886133699502,9.048026811789155,13.748109165142292
2033-12-31,10.428148754876268,7.866392813812528,13.00571761829314
2034-12-31,9.480142432969004,7.185939422227179,11.720325247572662
