Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,21.032875752736054,18.610079397011877,23.467515762371
2025-12-31,21.36343036102184,18.862038837896023,23.902548808793327
2026-12-31,21.691302143529825,19.3699109956785,24.175624841988498
2027-12-31,22.016159003044113,19.31943334816288,24.455022841720698
2028-12-31,21.30542551514078,18.964867126720343,23.93344339090249
2029-12-31,21.635980123428727,19.00551060099566,24.090502369175837
2030-12-31,21.96385190593394,19.294895162400852,24.39839150082144
2031-12-31,22.288708765452174,19.931530082059613,25.011605949851898
2032-12-31,21.577975277548134,19.199032980806024,24.065705415281418
2033-12-31,21.90852988583135,19.50763791563444,24.362647999237048
2034-12-31,22.236401668343078,19.68809330167154,24.80571877592642
