Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,859.6747738113719,844.3845228718657,874.9620430801065
2025-12-31,852.9832150094734,836.579003920054,868.3886482991932
2026-12-31,845.8718443636709,829.154382307429,860.2788454584403
2027-12-31,838.3589026871928,821.981064117051,855.1093713537929
2028-12-31,850.9045857821659,834.295000589094,867.4060185369034
2029-12-31,844.2130269802351,826.3685467784209,862.7180106174688
2030-12-31,837.1016563343717,818.1132576446996,856.767850972351
2031-12-31,829.5887146578152,807.9073933522811,849.6524598027805
2032-12-31,842.1343977528445,819.1596546428199,864.4840309694703
2033-12-31,835.442838951124,811.0920585156284,860.516540398343
2034-12-31,828.3314683052027,801.3787543305878,855.941417065931
