Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,0.0629417025420147,-1.2437167745102995,1.2138035255067894
2025-12-31,-0.4773914763939193,-1.7095126442678064,0.715244543164228
2026-12-31,-1.012968862341268,-2.1782932520093836,0.11440591317116053
2027-12-31,-1.5432878262244762,-2.5987791625608563,-0.396392228570784
2028-12-31,-0.20820185864734064,-1.4407627917090198,1.0153053858425156
2029-12-31,-0.7400677333932075,-1.9847757840449638,0.5106305829370071
2030-12-31,-1.2674311666274938,-2.496760613983747,-0.07998740141858263
2031-12-31,-1.789782645327244,-2.9726277277647304,-0.6344598057741144
2032-12-31,-0.44694806989022773,-1.6446169672970088,0.765257269264393
2033-12-31,-0.9713199424786072,-2.2320827661435554,0.13656312385681454
2034-12-31,-1.4914160268216021,-2.6758256689104454,-0.353781667215517
