Year,Demand (TWh),"Population, total",Population growth (annual %),Urban population (% of total),Rural population (% of total),GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Residential energy consumption (% of total),Renewable electricity output (% of total),Fossil fuel electricity production (%),Fossil fuel energy consumption (% of total),Access to electricity (% of population),Electric power transmission and distribution losses (% of output),Access to clean fuels and technologies for cooking,Energy imports (% of energy use),CO2 intensity (kg per 2015 US$ GDP),Energy productivity (GDP per unit energy),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita)
2014,49.3,5469724.0,1.29844017799226,100,0.0,314863580758.455,56380.0,24.1685192477514,17.9997688921285,21.8184880782679,5121.80431773157,8844.68759301201,0.192789211552613,1.66261644390441,97.0615633859862,90.5788735805032,100.0,2.02916160388821,100.0,97.6820012924571,0.120927919178491,2.68,79.0292,145.4770145,17.2816885850335,10.306331909983
2015,50.28,5535002.0,1.18637693749822,100,0.0,307998545269.398,53160.0,24.2880229055028,18.0893298548734,22.6541826890492,,,,1.82088664088069,96.9235346623029,,100.0,,100.0,,,2.74,79.013,145.7181198,17.1833032960407,
2016,51.59,5607283.0,1.29743609938602,100,0.0,319053943915.005,53310.0,23.2451586103696,17.4744213597612,20.4865236102582,,,,,,,100.0,,100.0,,,2.73,84.4523,148.123236,15.900294890346,
2017,52.28,5612253.0,0.0885954699924263,100,0.0,343257164581.712,54920.0,23.525059681983,18.5683328115467,29.7636517525701,,,,,,,100.0,,100.0,,,2.77,84.4523,145.4058271,16.0768840541767,
2018,52.97,5638676.0,0.469704298714121,100,0.0,376892697588.005,56550.0,25.3939316090861,20.7284988237868,21.7592915016982,,,,,,,100.0,,100.0,,,2.47,88.1656,147.3617155,15.9768571619193,
2019,54.14,5703569.0,1.14428330688929,100,0.0,376901649222.451,58810.0,24.0213523823824,19.3638513330846,28.0949935764636,,,,,,,100.0,,100.0,,,2.61,88.9493,154.0006188,17.0759063187283,
2020,53.07,5685807.0,-0.311904961250833,100,0.0,349488382610.662,55290.0,23.2086930878604,19.6271161695532,23.1003005183608,,,,,,,100.0,,100.0,,,2.71,92.0043,142.8931601,13.8691955865476,
2021,55.79,5453566.0,-4.17033630017526,100,0.0,434111559282.849,64970.0,24.2773628887138,20.2841459034003,31.6207400179128,,,,,,,100.0,,100.0,,,2.51,96.9247,147.480416,,
2022,57.1,5637022.0,3.30862052439523,100,0.0,498474540987.78,66970.0,23.7466066693208,19.7232543845557,29.8437975950876,,,,,,,100.0,,100.0,,,,95.9539,156.4790531,,
2023,57.4,5917648.0,4.85831607781442,100,0.0,501427500080.059,70590.0,22.4003613246571,17.6492866555978,34.9485153079274,,,,,,,,,,,,,94.2863,,,
2024,,,,100,,,,,,,,,,,,,,,,,,,,,,
2025,,,,100,,,,,,,,,,,,,,,,,,,,,,
2026,,,,100,,,,,,,,,,,,,,,,,,,,,,
2027,,,,100,,,,,,,,,,,,,,,,,,,,,,
2028,,,,100,,,,,,,,,,,,,,,,,,,,,,
2029,,,,100,,,,,,,,,,,,,,,,,,,,,,
2030,,,,100,,,,,,,,,,,,,,,,,,,,,,
2031,,,,100,,,,,,,,,,,,,,,,,,,,,,
2032,,,,100,,,,,,,,,,,,,,,,,,,,,,
2033,,,,100,,,,,,,,,,,,,,,,,,,,,,
2034,,,,100,,,,,,,,,,,,,,,,,,,,,,
2035,,,,100,,,,,,,,,,,,,,,,,,,,,,
