Year,Demand (TWh),"Population, total",Population growth (annual %),Urban population (% of total),Rural population (% of total),GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Residential energy consumption (% of total),Renewable electricity output (% of total),Fossil fuel electricity production (%),Fossil fuel energy consumption (% of total),Access to electricity (% of population),Electric power transmission and distribution losses (% of output),Access to clean fuels and technologies for cooking,Energy imports (% of energy use),CO2 intensity (kg per 2015 US$ GDP),Energy productivity (GDP per unit energy),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita)
2010,8.62,49024382.0,0.745099607969388,28.885,71.115,49540813342.4834,880.0,26.4680642743774,19.8620828512879,1.81897202342465,286.00283018356,128.30350416248,2.61148368260663,67.6786424499536,32.3213575500464,21.2235591585033,48.8,16.6114278138672,9.1,-60.8937365310255,0.0684409631105445,4.02,0.25,1.202648548,34.3133485983332,0.249531401054026
2011,10.43,49419820.0,0.803379211413432,29.075,70.925,59977326085.9908,1040.0,31.2916488307023,19.721311969926,4.20127651183029,289.844135409639,159.288317925885,3.52983540613004,76.1856505877584,23.8143494122416,20.8796747008265,54.1,20.2269963518443,10.9,-58.2463682570112,0.0725485802106026,3.86,0.98,2.497501633,29.4854398392347,0.282824446273063
2012,11.16,49837446.0,0.841507088171189,29.266,70.734,59937796648.2158,1170.0,32.3730207966326,20.0923540449082,2.22540068514517,314.155765526187,160.943239346575,3.28119044849812,72.3630264629146,27.6369735370854,26.9294381626906,55.3,25.2609019754007,13.1,-46.2835353583934,0.0513901306287148,3.97,1.4,7.426825561,33.179223857355,0.217129435442478
2013,12.46,50262658.0,0.849578652965248,29.457,70.543,60269732854.827,1260.0,32.3622196006021,19.9159137514953,3.74085607932619,330.502139381487,191.235409794683,3.58528949339739,72.0421327672083,27.9578672327917,30.7299531252145,56.5,21.5154731771046,15.3,-39.8198016411833,0.0541827548395447,3.87,1.8,13.48984154,35.1664986630794,0.249963458388317
2014,14.39,50681634.0,0.830118073348831,29.65,70.35,65531374199.6742,1260.0,34.4897147952284,19.9307583033683,3.31904421407349,380.985920856459,222.092286921925,3.12653493147673,62.3649078194533,37.6350921805467,44.2898952399838,52.0,20.4916295825387,18.0,-32.9707940690214,0.0829067925403186,3.93,7.4,56.83954844,31.2218892689358,0.416600361658081
2015,16.2,51089056.0,0.800670952631538,29.858,70.142,59607290407.5944,1230.0,34.4688212621645,20.8081418827965,6.85124098711179,,,,58.8541014402004,41.1458985597996,,60.5,,20.9,,,3.77,10.9,79.62426697,29.9150539220144,
2016,15.74,51495696.0,0.792792538685626,30.082,69.918,63298361996.2153,1230.0,34.8095048832944,22.7953506749618,5.17880132517466,,,,,,,55.6,,24.3,,,3.8,16.0,97.48338233,31.1703866445543,
2017,19.65,51894938.0,0.772302033467657,30.322,69.678,66053040483.0016,1230.0,36.8009211203558,24.0940353438783,7.27335555212816,,,,,,,69.8,,27.9,,,4.14,23.6211,91.69666523,28.1336717956987,
2018,20.21,52272247.0,0.72443284342539,30.579,69.421,67860515989.517,1310.0,36.9634615021809,24.9118739981676,2.60563229851106,,,,,,,66.1,,31.9,,,3.91,33.7204,116.0975729,31.5559916967562,
2019,18.05,52640713.0,0.702425162747352,30.852,69.148,75065106227.6892,1380.0,38.4126110918443,25.3200721248355,2.31211211194364,,,,,,,68.3,,36.1,,,3.67,48.1377,154.4969145,32.1642279603857,
2020,17.54,53016522.0,0.711376906349628,31.141,68.859,79006113643.1906,1320.0,37.5439155484288,25.4520380861397,,,,,,,,70.4,,40.75,,,3.53,41.95429049,147.0303762,32.3150340028667,
2021,18.66,53387102.0,0.696558038955431,31.448,68.552,66345291160.1683,1240.0,37.3108899934826,25.6374529176866,,,,,,,,72.5,,45.9,,,4.17,44.02167324,126.2686102,,
2022,23.05,53756787.0,0.690074759264932,31.771,68.229,62253049891.6449,1290.0,38.2471357653023,25.559555440961,,,,,,,,73.7,,50.7,,,,,106.6964737,,
2023,25.49,54133798.0,0.698879396261223,32.112,67.888,66757619000.0,1230.0,37.5929250362669,21.865424267653,,,,,,,,,,,,,,,,,
2024,,,,32.47,,,,,,,,,,,,,,,,,,,,,,
2025,,,,32.846,,,,,,,,,,,,,,,,,,,,,,
2026,,,,33.239,,,,,,,,,,,,,,,,,,,,,,
2027,,,,33.65,,,,,,,,,,,,,,,,,,,,,,
2028,,,,34.079,,,,,,,,,,,,,,,,,,,,,,
2029,,,,34.525,,,,,,,,,,,,,,,,,,,,,,
2030,,,,34.99,,,,,,,,,,,,,,,,,,,,,,
2031,,,,35.474,,,,,,,,,,,,,,,,,,,,,,
2032,,,,35.975,,,,,,,,,,,,,,,,,,,,,,
2033,,,,36.494,,,,,,,,,,,,,,,,,,,,,,
2034,,,,37.032,,,,,,,,,,,,,,,,,,,,,,
2035,,,,37.587,,,,,,,,,,,,,,,,,,,,,,
