Year,Demand (TWh),"Population, total",Population growth (annual %),Urban population (% of total),Rural population (% of total),GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Residential energy consumption (% of total),Renewable electricity output (% of total),Fossil fuel electricity production (%),Fossil fuel energy consumption (% of total),Access to electricity (% of population),Electric power transmission and distribution losses (% of output),Access to clean fuels and technologies for cooking,Energy imports (% of energy use),CO2 intensity (kg per 2015 US$ GDP),Energy productivity (GDP per unit energy),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita)
2013,179.93,69845114.0,0.587325698680648,46.193,53.807,420333654592.547,5580.0,36.8985884648101,27.5886907461759,3.79126450872817,1943.10160335625,2453.5288180645,0.899895081759354,8.27793001871879,91.7220699812812,80.6669969491399,99.4,6.06746979468011,76.4,42.4731829821318,0.288084386212319,5.29,28.94,134.8819857,34.4883511418629,4.40380756280922
2014,183.95,70216367.0,0.530129864137193,46.943,53.057,407339040197.651,5620.0,36.7630403655124,27.5735009565918,1.22145318013998,1919.15336491277,2474.52278469491,1.10807573900785,8.51453474894525,91.4854652510547,79.83902265055,99.5,6.11120126106913,77.4,41.5681517414252,0.295304241918325,5.22,34.8861,138.7860081,29.9705384622081,4.62186003163084
2015,189.98,70540795.0,0.460976294059414,47.694,52.306,401296238228.084,5560.0,36.1791773262667,27.3740711959416,2.22468548959784,,,,8.53847884788479,91.4615211521152,,99.6,,78.7,,,5.07,39.3161,146.4441042,28.1544413826202,
2016,198.21,70859841.0,0.451266062797186,48.448,51.552,413366349747.508,5550.0,35.586765405076,27.1442393688371,0.843364340718618,,,,,,,99.9,,79.8,,,5.04,47.505,169.4859395,30.3985996204755,
2017,200.05,71160187.0,0.422963510133952,49.2,50.8,456356813536.764,5800.0,35.018759526322,27.0148154805347,1.81550260101987,,,,,,,99.9,,81.0,,,4.82,52.8919,171.4147843,27.1006744719071,
2018,203.34,71376079.0,0.302929452489855,49.949,50.051,506754208404.485,6430.0,34.7424896675041,26.7128343918527,2.71279835138662,,,,,,,99.8,,82.2,,,4.53,56.8175,175.8777812,30.0080973964844,
2019,209.17,71522271.0,0.204609851692418,50.692,49.308,543976691793.886,7060.0,33.5939105133265,25.6215964143658,1.01734877580041,,,,,,,99.9,,83.1,,,4.53,66.6524,181.7670258,30.382756547172,
2020,203.41,71641484.0,0.166540794566251,51.43,48.57,500461898480.246,6900.0,33.2907229678575,25.5553325712421,-0.857989527274493,,,,,,,100.0,,84.3,,,4.59,77.8437,162.7043297,31.0072016277159,
2021,207.75,71727332.0,0.119758274714782,52.163,47.837,506256494297.34,7090.0,35.0496469400617,27.1675994932487,3.03988153625607,,,,,,,100.0,,85.3,,,4.44,85.2696,168.7823161,,
2022,213.78,71735329.0,0.0111485454856964,52.889,47.111,495645210972.751,7230.0,35.1520930324896,27.0514900579842,2.39179594101395,,,,,,,99.9,,86.1,,,,87.9772,176.3169269,,
2023,224.04,71702435.0,-0.0458651887192549,53.608,46.392,514968699239.005,7200.0,32.8865389081309,24.9114470128899,1.26532850050476,,,,,,,,,,,,,89.5352,,,
2024,,,,54.32,,,,,,,,,,,,,,,,,,,,,,
2025,,,,55.024,,,,,,,,,,,,,,,,,,,,,,
2026,,,,55.721,,,,,,,,,,,,,,,,,,,,,,
2027,,,,56.409,,,,,,,,,,,,,,,,,,,,,,
2028,,,,57.088,,,,,,,,,,,,,,,,,,,,,,
2029,,,,57.759,,,,,,,,,,,,,,,,,,,,,,
2030,,,,58.42,,,,,,,,,,,,,,,,,,,,,,
2031,,,,59.071,,,,,,,,,,,,,,,,,,,,,,
2032,,,,59.713,,,,,,,,,,,,,,,,,,,,,,
2033,,,,60.344,,,,,,,,,,,,,,,,,,,,,,
2034,,,,60.965,,,,,,,,,,,,,,,,,,,,,,
2035,,,,61.574,,,,,,,,,,,,,,,,,,,,,,
