Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,4.1217503895578975,3.788938375229792,4.480785669530452
2025-12-31,4.398337392158445,4.068014806168653,4.750705063751286
2026-12-31,4.6846786369255256,4.334674320134645,5.011627237712313
2027-12-31,4.980726427789754,4.636174304689802,5.333898745514585
2028-12-31,5.172705835397536,4.78333747090918,5.530491243241654
2029-12-31,5.449292837998248,5.074279894245599,5.834549209460202
2030-12-31,5.735634082765296,5.341416723549341,6.132436527140424
2031-12-31,6.031681873630129,5.609331459243433,6.478006698173099
2032-12-31,6.2236612812373355,5.758150527262485,6.650270702552849
2033-12-31,6.500248283837677,6.017593607236981,7.006151758288406
2034-12-31,6.786589528605251,6.240255700824768,7.289639553283121
