Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,15.641511215789182,13.135404437523976,18.254742767429125
2025-12-31,16.49691515528977,13.873104494090956,19.147183928244456
2026-12-31,17.350976954401077,14.816330887594335,19.848246041105245
2027-12-31,18.20354063103914,15.665978441042764,20.625467132078203
2028-12-31,18.541374661617784,15.968516099735961,20.927215704306253
2029-12-31,19.396778601119454,16.986420231881567,21.921488175730055
2030-12-31,20.250840400229272,17.797798479563586,22.75639172953737
2031-12-31,21.10340407686928,18.572863121699662,23.502257083720867
2032-12-31,21.441238107447674,19.01141697449831,24.013813591037056
2033-12-31,22.296642046947046,19.568334290668023,24.813366114362942
2034-12-31,23.150703846060185,20.590603909471515,25.77293526171211
