Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,21.079987158187876,18.61077064393572,23.400509403781133
2025-12-31,21.47177648118286,18.877326317993365,23.83757460822528
2026-12-31,21.88072625193415,19.438937944138562,24.293459290030984
2027-12-31,22.306369975609094,19.484540932274623,24.701898771441893
2028-12-31,21.35211934654637,18.90474933015796,23.954534860161655
2029-12-31,21.74390866954412,19.418433718397086,24.300851807182585
2030-12-31,22.15285844029218,19.600190786160372,24.560680183157995
2031-12-31,22.578502163972832,20.109504781085423,25.121676236947515
2032-12-31,21.624251534908108,19.135204510150892,24.147892687001463
2033-12-31,22.01604085789984,19.479457082801506,24.527073077174123
2034-12-31,22.42499062865633,20.02341433444958,24.784682679567148
