Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,1.7167230606954718,-0.6681440139801536,3.937140117359796
2025-12-31,1.627585401718349,-0.7332220531674787,3.877859747006886
2026-12-31,1.5732459938848606,-0.6377433367379208,3.9774874012950274
2027-12-31,1.5537594074109577,-0.9610799784597317,3.8292564851128748
2028-12-31,1.6816837158004674,-0.44903893486080515,3.8224516001407207
2029-12-31,1.5925461215206411,-0.7824377262159462,3.8518170959815112
2030-12-31,1.538206780533585,-0.8177896727363542,3.8155141148701803
2031-12-31,1.5187202630534244,-0.7284375339213968,3.987167089951458
2032-12-31,1.6466446427813182,-0.7183884600126873,3.9086484539403754
2033-12-31,1.5575071217984444,-0.5519036949226993,3.927855048203775
2034-12-31,1.5031678562537394,-0.8450061336476643,3.759807538523754
