Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,21.34093790064413,19.845487635863144,22.748753520536333
2025-12-31,27.594913325063263,26.168349310661213,29.042609650334544
2026-12-31,35.021154461967974,33.49233619971984,36.51684166362793
2027-12-31,43.40894265874495,41.83685333437172,44.87711759766818
2028-12-31,51.1107810981039,49.63825897238577,52.54618513069246
2029-12-31,59.82698396833128,58.4872339554259,61.257694829437746
2030-12-31,68.1682761480852,66.68025364200746,69.63569732990088
2031-12-31,75.75138161794511,74.25043450651725,77.27103297768426
2032-12-31,81.07253926687132,79.63622489708932,82.50415127044805
2033-12-31,86.26853273688467,84.93368712727755,87.71820000055698
2034-12-31,90.496976853198,89.02140445563876,91.99497836802088
