Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,26.378849514334703,26.357707935443123,26.39724067424043
2025-12-31,26.75929537255243,26.691336364054827,26.81720798440242
2026-12-31,27.11753703354134,26.985786280606472,27.231711642779437
2027-12-31,27.45179578748336,27.25130996788565,27.639331149691248
2028-12-31,28.123681359871448,27.852171292757504,28.39209747690364
2029-12-31,28.50412721808755,28.132901525435344,28.861208148964003
2030-12-31,28.862368879094834,28.39920421703298,29.326776537190565
2031-12-31,29.196627633034353,28.641049103202572,29.79262086496843
2032-12-31,29.868513205419035,29.213217554452815,30.56923842431431
2033-12-31,30.248959063615857,29.457586732105835,31.057142481659433
2034-12-31,30.607200724610255,29.712541914365584,31.5395871302288
