Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,10.483169881455268,8.757040643560904,12.225880476196865
2025-12-31,10.842827441745769,9.143829620545322,12.658318268171433
2026-12-31,11.31018895599216,9.711603216154838,13.014919651729983
2027-12-31,11.885311211005003,10.181613679878332,13.692212255108608
2028-12-31,10.63191200035692,8.9284987186221,12.4577312084448
2029-12-31,10.97311703431221,9.064714964529857,12.749548074733044
2030-12-31,11.42430505244802,9.591016586018206,13.160971801490685
2031-12-31,11.985253731058265,10.112619358700615,13.633369086912781
2032-12-31,10.719403562411557,9.140758635968417,12.478214036545818
2033-12-31,11.04973206424421,9.355339381436055,12.777595260864796
2034-12-31,11.491392163542812,9.80310668031805,13.224693825911457
