Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,45.12572941848333,43.085473625298775,47.30682461740379
2025-12-31,45.95353473559183,43.9836403822257,48.058680020760185
2026-12-31,46.51775018692658,44.38390416205116,48.379805856408474
2027-12-31,46.816083828370225,44.743188284298874,48.82499260328026
2028-12-31,54.14713929475483,52.03912811164239,56.18004051946947
2029-12-31,55.39450449069706,53.199585478540726,57.272398696348844
2030-12-31,56.346251185617575,54.29927800203078,58.33650671925012
2031-12-31,56.99251233049627,55.093327831151726,59.03416709466912
2032-12-31,64.62543279657257,62.54083444547899,66.71333405978325
2033-12-31,66.12038034136324,63.929882810689534,68.06454022520691
2034-12-31,67.26070898277496,65.34859601184608,69.47195462991213
