Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,1.0061406283978063,-1.5319658503600144,3.4330528245952094
2025-12-31,0.9604830412232126,-1.4886175972345312,3.239807680217679
2026-12-31,0.9147946701434994,-1.4554919370409256,3.403651142435657
2027-12-31,0.8690693477311764,-1.6207078712758372,3.1119566839223327
2028-12-31,0.8029284700726477,-1.607567652866422,3.208350917380852
2029-12-31,0.757270882898096,-1.6680334707517877,3.0754024913127207
2030-12-31,0.7115825118183254,-1.85853054271772,3.278035702007859
2031-12-31,0.6658571894060793,-1.4731975139905673,3.2250238825676707
2032-12-31,0.5997163117475393,-1.9927074348136347,3.0507789909477956
2033-12-31,0.5540587245728977,-1.7314502821739544,3.1939244217192035
2034-12-31,0.5083703534932572,-1.749175626062277,3.0673077481561464
