Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,12.84894516637969,11.93547239969558,13.753965993285421
2025-12-31,12.284785486371929,11.363348164178246,13.210331742686675
2026-12-31,11.663354172118986,10.740923576655561,12.737041115435101
2027-12-31,10.985006294997229,9.894405626222525,12.170251052091102
2028-12-31,11.299779449943278,10.103548937631414,12.582299199054209
2029-12-31,10.735619769933757,9.191982525576908,12.239767812739363
2030-12-31,10.114188455682493,8.278364619246867,11.895906822748351
2031-12-31,9.43584057855579,7.309138776866663,11.565194755110893
2032-12-31,9.75061373350519,7.144102767415003,12.18165856390874
2033-12-31,9.186454053499162,6.220407600756866,11.959329752683104
2034-12-31,8.565022739242098,5.273774525516495,11.7280856907694
