Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,31.44478024767171,29.677115341245518,33.205312854303735
2025-12-31,32.015438109547034,30.16275167326042,33.77040271784505
2026-12-31,32.73482972273819,30.922636732834366,34.504884811892516
2027-12-31,33.601986884867095,31.751203516822997,35.41060500821448
2028-12-31,32.1912621588929,30.097003167343615,34.287139076875405
2029-12-31,32.76192002077208,30.57111065962953,35.18644880749137
2030-12-31,33.48131163396128,31.121861455130404,35.82947683391645
2031-12-31,34.34846879610206,31.89140008100209,37.048587948611505
2032-12-31,32.93774407011828,30.296867099413063,35.86566420475181
2033-12-31,33.508401931988566,30.48991293915445,36.481040451327374
2034-12-31,34.227793545189925,30.897331664814132,37.63523436544095
