Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,29.33427739575656,28.38879942393239,30.23967238533619
2025-12-31,29.464011796581996,28.508265856638552,30.424744805925748
2026-12-31,29.587299562606024,28.639585904307914,30.542125703787622
2027-12-31,29.703985754402655,28.70656156265822,30.641007761248147
2028-12-31,29.59219833409959,28.517354623861085,30.537145117279543
2029-12-31,29.722505610298228,28.728918443473674,30.694065527962675
2030-12-31,29.846307311973998,28.857657763667305,30.818676430413
2031-12-31,29.9634475321809,29.001983871333824,30.989513748585715
2032-12-31,29.850119272443532,28.863086287364034,30.795046528805468
2033-12-31,29.980999424013294,28.938505976499876,30.944719192704707
2034-12-31,30.105315061342363,29.109170016577135,31.06356737020778
