Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,28.631413245781886,27.764748649834832,29.489099317065293
2025-12-31,29.23156918963285,28.374598572050772,30.103776663756864
2026-12-31,30.001299676860253,29.118368046215892,30.925992739431702
2027-12-31,30.940317896642654,30.010326251389547,31.93678781424205
2028-12-31,28.81395447343871,27.937590622356314,29.653276598569164
2029-12-31,29.41764037225896,28.516606580703115,30.325235932936426
2030-12-31,30.19196730431291,29.265118324992155,31.023704320068607
2031-12-31,31.13664156705272,30.256331999880878,31.974168230973085
2032-12-31,28.996495701100603,27.99010643203049,29.895390972867233
2033-12-31,29.603711554874057,28.738050028411006,30.471483848438293
2034-12-31,30.382634931777684,29.460004029145022,31.236644980033613
