Year,GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),"Population, total",Urban population (% of total),Population growth (annual %),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Access to electricity (% of population),Fossil fuel energy consumption (% of total),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita),Total greenhouse gas emissions (per capita),Demand (TWh),Country
2024-01-01,379713452800.1011,11209.779644288797,35.02352888163609,22.146011118084218,1.9125121187159364,35318641.648567796,79.09684540395382,1.0817165384294356,2842.8186301412834,4562.289754012631,100.07324686165138,96.88427337493745,100.0,149.33302842492117,15.7703501822041,7.781831954044475,9.012454887524253,182.1401150396963,Malaysia
2025-01-01,380919037319.3665,11028.624784513824,36.591309480867785,24.031529847400737,4.361891720494032,35563364.39190678,79.44060696651849,0.920148365687063,2743.5065118601906,4724.160691701722,100.16776006325333,96.85389045185464,100.0,148.84951269436303,14.521370119109797,7.323587888345049,8.527931782538039,181.62529077798146,Malaysia
2026-01-01,442781511900.2394,12097.120290602476,37.888695301105564,24.011459315698158,5.254529064826766,35748435.7142134,79.76636517615161,0.8834921602919438,2871.1892825281298,4681.585200074701,100.10616994344531,97.15650784422107,100.0,159.37090043587924,14.705022798266999,7.983291041349906,9.131855600735433,186.3274162102898,Malaysia
2027-01-01,483746905709.0665,13550.159234671322,39.10857489886969,22.89336501111912,4.5031743354554905,35905052.77177828,80.063874847019,0.9580279418331273,2958.421072232517,4494.723093412644,100.0535655550887,97.130637984482,100.0,170.47496484198618,16.384023855074656,8.52756756119391,9.693539468666856,193.2780529039042,Malaysia
2028-01-01,421301872781.9973,13206.367441492399,35.44116614511689,22.37060731990741,0.989386473252297,36031894.632894814,80.33162992904367,0.9276921267286027,2936.4015242516957,4803.632089759216,100.11954115444249,97.1140305264301,100.0,169.66301791672282,16.290454814185924,8.232351707729782,9.466790952166724,189.43721621623266,Malaysia
2029-01-01,422523639213.75134,12722.006159454422,35.773704551526734,22.779261708477904,5.218326476221016,36201625.392467566,80.60731783138456,0.806711928257122,3005.3565662475175,4902.550291876949,100.16904020086004,97.25206598365268,100.0,177.3230896395179,14.561467803580078,8.41920591621403,9.631062238708955,187.40087700242748,Malaysia
2030-01-01,451321244542.64246,13026.89952081699,36.93527280027521,22.72787516315858,5.620314005492092,36304828.12848574,80.84796233718077,0.8077872222208398,2990.6537184834324,4902.187751204839,100.20059692953375,97.21262623588075,100.0,179.71850760868693,12.854222319614372,8.406885803239524,9.625379166174474,188.1826881949668,Malaysia
2031-01-01,471569016229.2273,13841.317531436396,37.14913851738599,21.874885660116128,4.008148159144721,36501609.08553616,81.13277181616928,0.9725281648783799,2927.2469666294637,5000.98397953168,100.40852617273046,97.19378549008732,100.0,183.00141313273033,13.87690423899684,8.485279935995946,9.699605907672312,197.38382663474795,Malaysia
2032-01-01,464887867217.0419,13794.987140827045,34.20939226266497,20.13090411484385,2.847426376864431,36676760.157099076,81.36313217783488,1.0152451249208039,3047.0638719395483,4996.288497764631,100.2999549648193,97.3588371991825,100.0,183.9318588476131,14.505411898213229,8.574804367179114,9.79524490870865,198.32108864825102,Malaysia
2033-01-01,456910255322.04614,13403.788428171229,33.93290607137971,20.885556694945176,3.2535328165361492,36829189.10179765,81.54973047107208,0.8645408265509311,2970.045268235712,5147.767712522409,100.4285842391405,97.20858289956345,100.0,186.45527286727764,13.24531554497889,8.145046578800963,9.338676712719543,195.50508132403309,Malaysia
2034-01-01,466143472346.1459,13677.191839774514,34.73097135485205,21.51333322365432,4.577294897294913,36945803.12821856,81.75068943404908,0.7549536397217886,3032.902559373615,5279.2088743774875,100.49995894603752,97.26855791839942,100.0,189.78524076887945,13.396484179921938,8.266525149161602,9.431327179235563,196.56011871124008,Malaysia
2035-01-01,514999837770.94214,14716.501998349308,36.652327261600306,21.197826628884307,5.852185084185875,37161244.29047113,82.00202252684215,0.8403475430432217,3143.4411994910847,5161.031106769151,100.39381621497863,97.19024173382651,100.0,194.97056014106738,14.025535684108002,8.8331765431427,9.98628897355595,206.20672346132966,Malaysia
