Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,19.87376012129861,17.90819829897867,21.990515898376547
2025-12-31,19.567435876614866,17.558995920401,21.641678393821547
2026-12-31,19.252549537247955,17.32244477619078,21.225764060666616
2027-12-31,18.929020864365594,16.975209808047996,20.80125188056137
2028-12-31,18.340643181891558,16.284033564640556,20.383181842467483
2029-12-31,18.0343189372084,16.093390369640456,20.017104542176572
2030-12-31,17.719432597840665,15.836098512311366,19.6124977421524
2031-12-31,17.395903924959157,15.549807571721807,19.42307459313891
2032-12-31,16.807526242485284,14.910578742481293,18.802006590186423
2033-12-31,16.501201997800784,14.683633922953714,18.606660443985422
2034-12-31,16.186315658434758,14.11551813565866,18.11096369354713
