Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,79.89990735366516,79.87219061195641,79.9297162532547
2025-12-31,80.52809198992693,80.4385735730448,80.62594022276451
2026-12-31,81.18619269402497,81.0130014874864,81.37337202716292
2027-12-31,81.8737587125742,81.60539885132174,82.17974283825305
2028-12-31,82.0440118063892,81.64872883268274,82.46252853916809
2029-12-31,82.67219644265177,82.16677283045135,83.22386250362958
2030-12-31,83.3302971467516,82.68018007554292,84.02107799754201
2031-12-31,84.01786316530355,83.20155126105809,84.84036363752698
2032-12-31,84.18811625911545,83.19523322610527,85.1774650625633
2033-12-31,84.81630089537373,83.63541970513722,85.96675178889082
2034-12-31,85.47440159947486,84.0885152408671,86.80388260152375
